"Protein","Adjusted_linear_model","linear_modeling_pvalue","adjusted_pvalues","fold_change","coefficient","Target","Entrez","Uniprot"
"APT_10088.37","~ Study_group + Prednisone",0.0269326446610179,0.999705357513807,-1.14537256136987,-3655.8094691358,"APT","353","P07741"
"ASML_10089.7","~ Study_group + Age + Prednisone + Aspirin",0.0337253407783468,0.999705357513807,-0.673340510335204,-333.029712342645,"ASML","8623","O95671"
"CHIP_10336.3","~ Study_group + Prednisone",0.05705192124504,0.999705357513807,-0.775183624561406,-785.43362962963,"CHIP","10273","Q9UNE7"
"NSE_10339.48","~ Study_group",0.0305364978196555,0.999705357513807,0.238742325513608,1705.58511111111,"NSE","2026","P09104"
"PIAS4_10342.55","~ Study_group + Age + Prednisone + Aspirin",0.00410405053444178,0.999705357513807,0.258491802540678,82.5189088293932,"PIAS4","51588","Q8N2W9"
"IL.10.Ra_10344.334","~ Study_group + Prednisone + Methotrexate + Aspirin",0.188306951241163,0.999705357513807,0.82906218417952,971.741533147103,"IL-10 Ra","3587","Q13651"
"STAT3_10346.5","~ Study_group + Prednisone + Methotrexate + Aspirin",0.000186672743830088,0.999705357513807,-1.14294912176103,-16427.9222020628,"STAT3","6774","P40763"
"IRF1_10351.51","~ Study_group + Age",0.252990782832639,0.999705357513807,0.948471211749081,714.100024917294,"IRF1","3659","P10914"
"STAT3_10354.57","~ Study_group + Prednisone + Methotrexate + Aspirin",0.000682196964446007,0.999705357513807,-0.979978792948408,-3666.58693984216,"STAT3","6774","P40763"
"c.Jun_10356.21","~ Study_group + Prednisone",0.26012605086426,0.999705357513807,0.297323661999246,140.57725308642,"c-Jun","3725","P05412"
"OAS1_10361.25","~ Study_group",0.454579952889042,0.999705357513807,-0.304196044152843,-111.013481481481,"OAS1","4938","P00973"
"c.Myc_10362.35","~ Study_group",0.43421448962698,0.999705357513807,-0.479911587681765,-147.021666666667,"c-Myc","4609","P01106"
"SMAD3_10363.13","~ Study_group + Age + Prednisone + Methotrexate + Aspirin",0.00157267831238368,0.999705357513807,-0.751448808168792,-2999.91362212172,"SMAD3","4088","P84022"
"SMAD2_10364.6","~ Study_group + Age + Prednisone + Methotrexate + Aspirin",8.92541151207481e-05,0.646199793474217,-1.454234598561,-4785.76931285359,"SMAD2","4087","Q15796"
"IL.23_10365.132","~ Study_group + Age",0.116637049004702,0.999705357513807,0.221328183905418,117.278723139355,"IL-23","3593|51561","P29460|Q9NPF7"
"PDGFRA_10366.11","~ Study_group + Prednisone + Methotrexate",0.682249583819122,0.999705357513807,0.564555782162762,131.379527834584,"PDGFRA","5156","P16234"
"IL.12_10367.62","~ Study_group + Sex",0.266465739615907,0.999705357513807,0.302567109562516,44.2611851851851,"IL-12","3592|3593","P29459|P29460"
"STAT1_10370.21","~ Study_group + Prednisone",0.00382647338727919,0.999705357513807,-1.15090983557622,-895.563820987655,"STAT1","6772","P42224"
"STAT6_10372.18","~ Study_group + Prednisone + Methotrexate + Aspirin",0.0193924950367106,0.999705357513807,-0.772233293222028,-2710.4995797347,"STAT6","6778","P42226"
"ANGL3_10382.1","~ Study_group + Prednisone",0.102453990648748,0.999705357513807,0.373398850204009,10975.6379876543,"ANGL3","27329","Q9Y5C1"
"ZNRF3_10390.21","~ Study_group + Age",0.355945363025999,0.999705357513807,-0.103078790252997,-29.8579653552352,"ZNRF3","84133","Q9ULT6"
"ANGL3_10391.1","~ Study_group",0.0435698950395378,0.999705357513807,0.199385053069759,288.03688888889,"ANGL3","27329","Q9Y5C1"
"Mcl.1_10396.6","~ Study_group",0.309493658367615,0.999705357513807,0.252774495484621,37.4649074074075,"Mcl-1","4170","Q07820"
"ANKR1_10398.110","~ Study_group + Prednisone + Methotrexate + Aspirin",0.252056165687393,0.999705357513807,0.266149277485509,41.6411096762374,"ANKR1","27063","Q15327"
"STX12_10418.36","~ Study_group",0.0256315849827367,0.999705357513807,-0.909510079282541,-2559.18872222222,"STX12","23673","Q86Y82"
"SCAR5_10419.1","~ Study_group + Prednisone",0.368884646418214,0.999705357513807,0.917550728048441,2155.9380308642,"SCAR5","286133","Q6ZMJ2"
"FAIM1_10420.30","~ Study_group",0.638981209928503,0.999705357513807,-0.150070487881499,-82.0062592592596,"FAIM1","55179","Q9NVQ4"
"NPDC1_10424.31","~ Study_group + Prednisone",0.275579469707207,0.999705357513807,0.166807960194929,32.827851851852,"NPDC1","56654","Q9NQX5"
"B4GT5_10425.3","~ Study_group + Prednisone + Aspirin",0.0886396932955247,0.999705357513807,0.201470618137502,76.8242155240351,"B4GT5","9334","O43286"
"GOSR2_10426.21","~ Study_group",0.242860404657379,0.999705357513807,0.262284609833774,32.2623703703702,"GOSR2","9570","O14653"
"KI2S2_10428.1","~ Study_group + Age + Prednisone + Aspirin",0.985084287465737,0.999705357513807,0.569791157461204,-6.94671587773619,"KI2S2","100132285","P43631"
"X4F2.CD_10430.31","~ Study_group",0.883631507007544,0.999705357513807,-0.00836568110114815,-0.771129629629557,"4F2:CD","6520","P08195"
"K1644_10432.3","~ Study_group",0.328647312032049,0.999705357513807,-2.3197165130324,-506.34537037037,"K1644","85352","Q3SXP7"
"ASPG_10435.2","~ Study_group + Prednisone + Methotrexate",0.542101362999211,0.999705357513807,0.181715648785923,-52.560150874801,"ASPG","175","P20933"
"CSF2R_10438.19","~ Study_group + Methotrexate + Aspirin",0.745765243607069,0.999705357513807,0.176329578636484,24.70295,"CSF2R","1438","P15509"
"Alpha.amylase.2B_10439.57","~ Study_group + Prednisone",0.847645432161625,0.999705357513807,0.558685844503554,246.566172839504,"Alpha-amylase 2B","280","P19961"
"ACAM.ECD_10440.26","~ Study_group + Age",0.0100097278758575,0.999705357513807,0.273337675206725,186.29161538316,"ACAM:ECD","79827","Q9H6B4"
"TM190_10442.1","~ Study_group + Age + Prednisone",0.82569206899781,0.999705357513807,-0.227575833709184,-9.40285750579716,"TM190","147744","Q8WZ59"
"ApoM_10445.20","~ Study_group + Sex",0.98223630481111,0.999705357513807,-0.00159704565110503,-0.786462962962933,"ApoM","55937","O95445"
"PABP3_10447.18","~ Study_group",0.290681915726466,0.999705357513807,0.34126927482213,940.549870370368,"PABP3","5042","Q9H361"
"TMM46_10449.31","~ Study_group + Prednisone",0.074331261073095,0.999705357513807,0.568110416038417,695.884833333333,"TMM46","387914","Q6UWI4"
"NUCB1_10451.11","~ Study_group + Prednisone + Aspirin",0.296683553853881,0.999705357513807,0.450465388111827,331.906014184395,"NUCB1","4924","Q02818"
"CEA20_10453.7","~ Study_group",0.0520937523085627,0.999705357513807,-0.189840036256835,-11.0473518518518,"CEA20","125931","Q6UY09"
"DJC16_10454.99","~ Study_group + Prednisone",0.136541280674466,0.999705357513807,-0.969852674794818,-412.272555555554,"DJC16","23341","Q9Y2G8"
"IL.31_10455.196","~ Study_group + Prednisone + Methotrexate",0.186149381393051,0.999705357513807,0.451141166507342,83.7821574642129,"IL-31","386653","Q6EBC2"
"IL.18.Rb_10457.3","~ Study_group",0.0716653657104066,0.999705357513807,0.0799679675750503,20.5685925925926,"IL-18 Rb","8807","O95256"
"Chitotriosidase.1_10460.1","~ Study_group + Age",0.226185859471881,0.999705357513807,0.365956811161446,609.661177979659,"Chitotriosidase-1","1118","Q13231"
"INSL5_10462.14","~ Study_group",0.254563607253403,0.999705357513807,0.614986640082571,165.838648148148,"INSL5","10022","Q9Y5Q6"
"Alkaline.phosphatase..intestine_10463.23","~ Study_group + Age + Prednisone",0.820206179049289,0.999705357513807,0.144115868365002,13.4113357750609,"Alkaline phosphatase, intestine","248","P09923"
"ANTR1_10464.6","~ Study_group",0.450896423832712,0.999705357513807,-0.0980265321341066,-96.755388888889,"ANTR1","84168","Q9H6X2"
"TXD11.N.term_10470.34","~ Study_group",0.936794419978734,0.999705357513807,0.0461676096284804,15.656333333333,"TXD11:N-term","51061","Q6PKC3"
"HVEM_10472.53","~ Study_group",0.059741898030291,0.999705357513807,0.279053059135753,242.146537037038,"HVEM","8764","Q92956"
"Trefoil.factor.2_10473.2","~ Study_group + Methotrexate",0.83790960105126,0.999705357513807,1.3007227317105,-118.790450885667,"Trefoil factor 2","7032","Q03403"
"MMP.10_10479.18","~ Study_group + Age",0.0981763603587991,0.999705357513807,0.29357410084692,453.223071530684,"MMP-10","4319","P09238"
"CD59_10480.33","~ Study_group + Methotrexate + Aspirin",0.370308728146026,0.999705357513807,0.347357704212943,-112.446064814814,"CD59","966","P13987"
"MAGE.4_10485.56","~ Study_group",0.629350312851681,0.999705357513807,0.1229683256963,7.78044444444452,"MAGE-4","4103","P43358"
"RPN1.CD_10490.3","~ Study_group + Sex + Methotrexate",0.275430958835999,0.999705357513807,0.0299143351358151,231.15732738685,"RPN1:CD","6184","P04843"
"CaCC_10496.11","~ Study_group + Prednisone + Methotrexate + Aspirin",0.166279114294975,0.999705357513807,0.234225901093065,-126.389949491943,"CaCC","1179","A8K7I4"
"T106A_10499.1","~ Study_group + Age + Prednisone",0.223657586526502,0.999705357513807,-0.364078926337763,-31.0032264697746,"T106A","113277","Q96A25"
"RNF43_10505.12","~ Study_group + Methotrexate",0.320297959227548,0.999705357513807,0.163038855011706,46.1213268921097,"RNF43","54894","Q68DV7"
"PGRC2_10506.53","~ Study_group + Methotrexate",0.979539144140234,0.999705357513807,2.13462547935987,-124.521392914646,"PGRC2","10424","O15173"
"sperm.protein.10_10507.166","~ Study_group + Smoking",0.222823897532067,0.999705357513807,-0.264703358252815,581.113206797516,"sperm protein 10","56","P26436"
"SCIMP_10510.62","~ Study_group",0.088237158925469,0.999705357513807,0.265000995777586,32.1468518518518,"SCIMP","388325","Q6UWF3"
"Collagen.alpha.3.VI..isoform.3_10511.10","~ Study_group",0.181562244835246,0.999705357513807,0.549736110536002,547.337370370369,"Collagen alpha-3(VI):isoform 3","1293","P12111"
"IL3RB.ECD_10512.13","~ Study_group",0.664438985493172,0.999705357513807,0.0327379135737907,5.21692592592598,"IL3RB:ECD","1439","P32927"
"CSEN_10513.13","~ Study_group",0.970347729525948,0.999705357513807,-0.0110527526486463,-5.03207407407412,"CSEN","30818","Q9Y2W7"
"PGD2.synthase_10514.5","~ Study_group + Age + Prednisone",0.0215931165488181,0.999705357513807,0.672379128593315,6649.45371704808,"PGD2 synthase","5730","P41222"
"MXRA8.ECD_10521.10","~ Study_group",0.425875339679575,0.999705357513807,-0.0652867332211913,-26.9606851851851,"MXRA8:ECD","54587","Q9BRK3"
"DHX9_10527.22","~ Study_group + Prednisone",0.896601447771169,0.999705357513807,0.104110210180512,1.4867962962963,"DHX9","1660","Q08211"
"DPEP1_10528.2","~ Study_group + Age",0.419446726226912,0.999705357513807,0.406365846369401,88.2821962468313,"DPEP1","1800","P16444"
"PSB6_10530.8","~ Study_group + Prednisone",0.835619931380076,0.999705357513807,0.180552801292807,-10.1273518518515,"PSB6","5694","P28072"
"RASN_10531.18","~ Study_group",0.291016341989627,0.999705357513807,0.102247473216965,161.535222222222,"RASN","4893","P01111"
"PARP.BRCT.domain_10534.40","~ Study_group",0.0349218991657318,0.999705357513807,0.131082496134723,31.9654814814816,"PARP:BRCT domain","142","P09874"
"CX6A2_10535.25","~ Study_group",0.0462371453707776,0.999705357513807,0.534881858464625,55.0126296296297,"CX6A2","1339","Q02221"
"C99L2_10539.30","~ Study_group + Prednisone + Aspirin",0.0380430493090549,0.999705357513807,0.251962917946944,61.2821769109535,"C99L2","83692","Q8TCZ2"
"TSEAR_10546.2","~ Study_group + Prednisone",0.108653464542706,0.999705357513807,0.308832323583532,112.672679012346,"TSEAR","54084","Q8WU66"
"BMP.RIB_10550.37","~ Study_group + Prednisone",0.17590303363454,0.999705357513807,0.179253469114747,28.1237469135805,"BMP RIB","658","O00238"
"LAT_10551.7","~ Study_group + Age + Sex",0.360087285977823,0.999705357513807,1.1132400078033,1945.86432576047,"LAT","27040","O43561"
"NKG2F_10552.88","~ Study_group + Age + Prednisone + Aspirin",0.0129494333223973,0.999705357513807,-0.571689989726928,-222.650831987514,"NKG2F","8302","O43908"
"TOIP2_10553.8","~ Study_group + Methotrexate",0.950985719746609,0.999705357513807,0.206245252393398,21.0653784219017,"TOIP2","163590","Q8NFQ8"
"BGAL_10554.23","~ Study_group",0.319233099412459,0.999705357513807,-0.124869571760798,-3.37018518518519,"BGAL","2720","P16278"
"TEX29_10557.6","~ Study_group + Methotrexate + Aspirin",0.601301292760658,0.999705357513807,0.681209408720707,-243.212557407405,"TEX29","121793","Q8N6K0"
"PCDH9_10558.26","~ Study_group + Prednisone",0.181335647001123,0.999705357513807,0.390807888637626,800.106925925926,"PCDH9","5101","Q9HC56"
"ITM2C.N.term_10560.1","~ Study_group + Aspirin",0.0473000979720527,0.999705357513807,0.60059086642033,100.329574074074,"ITM2C:N-term","81618","Q9NQX7"
"PGRP.I.alpha_10561.5","~ Study_group + Prednisone",0.0162856613859756,0.999705357513807,0.233027851515523,94.517586419753,"PGRP-I-alpha","114771","Q96LB9"
"NETO2_10562.42","~ Study_group + Prednisone + Methotrexate + Aspirin",0.46618719954897,0.999705357513807,0.4749107792337,-109.324182931111,"NETO2","81831","Q8NC67"
"LYSM3_10563.13","~ Study_group + Smoking",0.476098062434952,0.999705357513807,-0.186025372969364,-11.1390050100477,"LYSM3","116068","Q7Z3D4"
"SLIK3_10565.19","~ Study_group + Prednisone",0.855809844881843,0.999705357513807,0.340167128721511,-232.623685185187,"SLIK3","22865","O94933"
"MFAP2_10569.28","~ Study_group + Age + Methotrexate + Aspirin",0.315752124247159,0.999705357513807,0.277778914125807,89.1485506569619,"MFAP2","4237","P55001"
"MGAT1_10571.14","~ Study_group + Sex",0.72067652352961,0.999705357513807,0.139778998334272,39.6259074074071,"MGAT1","4245","P26572"
"CST8_10572.65","~ Study_group + Prednisone",0.0481152640021481,0.999705357513807,0.814704363833993,2825.30139506172,"CST8","10047","O60676"
"b2.Microglobulin_10574.10","~ Study_group",0.790698108141515,0.999705357513807,-0.330833027877913,-617.581407407407,"b2-Microglobulin","567","P61769"
"PUF60_10575.31","~ Study_group + Prednisone",0.153148276404339,0.999705357513807,1.13772313409578,1869.0677037037,"PUF60","22827","Q9UHX1"
"PXDC2.ECD_10576.7","~ Study_group + Prednisone + Methotrexate",0.970940000108625,0.999705357513807,0.219267404237798,-2.26336298568532,"PXDC2:ECD","84898","Q6UX71"
"SFTA2_10580.14","~ Study_group",0.572811644618218,0.999705357513807,-0.27578035381237,-74.8893333333334,"SFTA2","389376","Q6UW10"
"SG196_10582.36","~ Study_group + Prednisone",0.0160075879544055,0.999705357513807,0.269878819040152,54.228,"SG196","84197","Q9H5K3"
"TM108_10583.1","~ Study_group + Sex",0.197470926281924,0.999705357513807,1.29552466674131,373.508351851852,"TM108","66000","Q6UXF1"
"NDUS4_10584.7","~ Study_group",0.196481437213034,0.999705357513807,0.250097059022967,557.92612962963,"NDUS4","4724","O43181"
"SIAT9_10588.39","~ Study_group + Aspirin",0.293506783167122,0.999705357513807,0.236984734368714,24.9180158730158,"SIAT9","8869","Q9UNP4"
"RET1L_10589.7","~ Study_group",0.57585243475097,0.999705357513807,0.252693713721396,81.9658888888888,"RET1L","154064","Q5VY80"
"CLGN_10600.24","~ Study_group + Age",0.00189861161589687,0.999705357513807,0.708004648352682,2631.24052653795,"CLGN","1047","O14967"
"HIS3_10603.1","~ Study_group",0.249582415788991,0.999705357513807,0.170349561612635,127.388888888888,"HIS3","3347","P15516"
"APMAP_10605.22","~ Study_group + Sex",0.911449964914486,0.999705357513807,-0.010112710349826,-0.921444444444481,"APMAP","57136","Q9HDC9"
"TOIP1.Perinuclear_10606.34","~ Study_group + Prednisone",0.00811777618898096,0.999705357513807,-0.370374034120356,-1454.04320987654,"TOIP1:Perinuclear","26092","Q5JTV8"
"HIS1_10608.9","~ Study_group",0.189535583666075,0.999705357513807,0.510374294112811,214.266666666667,"HIS1","3346","P15515"
"PLOD3_10612.18","~ Study_group",0.0814806658068371,0.999705357513807,0.134666351975088,199.092296296296,"PLOD3","8985","O60568"
"CASC4_10613.33","~ Study_group + Age + Prednisone + Aspirin",0.00342942799799921,0.999705357513807,0.671807612793243,804.371122942221,"CASC4","113201","Q6P4E1"
"MYP0_10615.18","~ Study_group",0.917233235411393,0.999705357513807,-0.0131665798800157,-12.5062777777779,"MYP0","4359","P25189"
"PDXL2_10616.67","~ Study_group",0.873431746708073,0.999705357513807,0.036910975292394,11.9390925925929,"PDXL2","50512","Q9NZ53"
"megalin_10618.190","~ Study_group",0.104477712761911,0.999705357513807,0.103287429939146,31.4156481481482,"megalin","4036","P98164"
"PSP.94_10620.21","~ Study_group + Age + Sex",0.10069579575972,0.999705357513807,0.54346249364073,1882.82349651339,"PSP-94","4477","P08118"
"PRR16_10621.26","~ Study_group + Prednisone + Aspirin",0.0149397825799171,0.999705357513807,-0.652064094298673,-264.650423167849,"PRR16","51334","Q569H4"
"MUC1.region.1_10623.19","~ Study_group",0.407813743586777,0.999705357513807,-0.303833601174749,-74.104074074074,"MUC1:region 1","4582","P15941"
"ISK13_10624.45","~ Study_group + Prednisone",0.254312799783467,0.999705357513807,0.0410310746486966,-10.6321481481483,"ISK13","153218","Q1W4C9"
"SIA7C_10626.116","~ Study_group",0.400526417232383,0.999705357513807,-0.676445409753611,-859.958444444443,"SIA7C","256435","Q8NDV1"
"APLP2_10627.87","~ Study_group",0.739213075324386,0.999705357513807,-0.0401538987297353,-41.1750925925942,"APLP2","334","Q06481"
"HTAI2_10630.5","~ Study_group + Methotrexate",0.703723364269613,0.999705357513807,0.341133807082466,-241.992891304347,"HTAI2","10553","Q9BUP3"
"PGRC2_10631.9","~ Study_group + Prednisone",0.0422200560508291,0.999705357513807,0.235694825694606,114.890895061729,"PGRC2","10424","O15173"
"MO2R1.CD_10636.1","~ Study_group + Prednisone",0.408065176334344,0.999705357513807,-0.202157375556607,-24.553574074074,"MO2R1:CD","131450","Q8TD46"
"K1324.ECD_10637.50","~ Study_group + Age",0.975041225534678,0.999705357513807,0.00491908280999896,-0.304023522095074,"K1324:ECD","57535","Q6UXG2"
"TINF2_10638.1","~ Study_group",0.808978167336828,0.999705357513807,-0.0198018393665457,-1.5715,"TINF2","26277","Q9BSI4"
"NOE3.C.term_10643.16","~ Study_group + Prednisone + Methotrexate",0.928502536449587,0.999705357513807,0.520360329759849,33.6126196319003,"NOE3:C-term","118427","Q96PB7"
"ASCC1_10647.18","~ Study_group + Methotrexate",0.770202574249117,0.999705357513807,0.293765497477433,75.0898663446053,"ASCC1","51008","Q8N9N2"
"INSI1_10663.42","~ Study_group",0.316149355392377,0.999705357513807,0.0622380534073615,11.9830185185186,"INSI1","3638","O15503"
"GNPTG_10666.7","~ Study_group + Age + Prednisone",0.267295773454992,0.999705357513807,0.17461490287718,57.4869960769995,"GNPTG","84572","Q9UJJ9"
"CA185_10667.78","~ Study_group",0.279673906787192,0.999705357513807,0.0799870861968709,8.4711296296297,"CA185","284546","Q5T7R7"
"STX4_10668.5","~ Study_group + Prednisone",0.331205738390291,0.999705357513807,-0.840827689300502,-820.426598765428,"STX4","6810","Q12846"
"Semaphorin.3E_10670.26","~ Study_group + Age",0.384188672633593,0.999705357513807,0.436102005077071,17.1820031963153,"Semaphorin 3E","9723","O15041"
"SP.B_10672.75","~ Study_group + Prednisone",0.740589689828028,0.999705357513807,0.452533156696956,20.8003827160493,"SP-B","6439","P07988"
"TMX2_10675.223","~ Study_group",0.0690143394437327,0.999705357513807,0.219890487595438,23.0229814814814,"TMX2","51075","Q9Y320"
"NDUB4_10677.9","~ Study_group + Prednisone",0.0949683431188574,0.999705357513807,0.735517081020075,862.875592592593,"NDUB4","4710","O95168"
"KLRG2.C.term_10693.43","~ Study_group",0.0976765597884931,0.999705357513807,-0.487561888730256,-199.461351851852,"KLRG2:C-term","346689","A4D1S0"
"WF10B_10695.12","~ Study_group",0.66673278740935,0.999705357513807,-0.0642090193186981,-13.3246111111111,"WF10B","280664","Q8IUB3"
"LRP1_10699.52","~ Study_group + Prednisone",0.0500595826730794,0.999705357513807,-0.282502429524204,-46.9790987654322,"LRP1","4035","Q07954"
"IGS11.CD_10700.10","~ Study_group + Age",0.510898745018989,0.999705357513807,-0.695379662937532,-1164.03449399457,"IGS11:CD","152404","Q5DX21"
"COSA1_10702.1","~ Study_group + Age + Prednisone",0.00116103137676524,0.999705357513807,0.698215932317455,2571.60916024283,"COSA1","340267","Q2UY09"
