"Protein","Adjusted_linear_model","linear_modeling_pvalue","adjusted_pvalues","fold_change","coefficient","Target","Entrez","Uniprot"
"FANCL_10063.10","~ Study_group + Prednisone + Aspirin",0.527350432922139,0.999950880216876,0.0915324351889777,-8.27313287695278,"FANCL","55120","Q9NW38"
"RBBP9_10064.12","~ Study_group + Prednisone + Aspirin",0.632909778929933,0.999950880216876,0.196793889737476,-41.5726258557104,"RBBP9","10741","O75884"
"PIN1_10069.2","~ Study_group",0.483145841182914,0.999950880216876,0.0899821416801106,-37.2590555555556,"PIN1","5300","Q13526"
"PLCG2_10070.22","~ Study_group + Age",0.51465039239839,0.999950880216876,0.493603022104966,-806.728800906839,"PLCG2","5336","P16885"
"TYDP1_10073.22","~ Study_group + Methotrexate",0.142839911310376,0.999950880216876,-0.08946332461451,42.49037037037,"TYDP1","55775","Q9NUW8"
"BRD2_10074.128","~ Study_group + Methotrexate + Aspirin",0.230986396842618,0.999950880216876,0.364388676569915,-96.3453703703703,"BRD2","6046","P25440"
"ACBD6_10075.75","~ Study_group + Prednisone + Aspirin",0.0826326019261826,0.999950880216876,-1.16109581681085,596.067890731964,"ACBD6","84320","Q9BR61"
"AP4M1_10076.1","~ Study_group + Prednisone",0.00951550494986168,0.999950880216876,-0.561917307267483,623.657824074075,"AP4M1","9179","O00189"
"BAG3_10078.5","~ Study_group + Aspirin",0.793952553027989,0.999950880216876,0.56047005411754,-65.5941111111112,"BAG3","9531","O95817"
"EI2BA_10080.9","~ Study_group",0.100664737535369,0.999950880216876,-0.386720288841319,738.574481481481,"EI2BA","1967","Q14232"
"SATB2_10081.17","~ Study_group",0.419763963726515,0.999950880216876,0.153488458931919,-61.0077037037036,"SATB2","23314","Q9UPW6"
"NFL_10082.251","~ Study_group + Prednisone",0.493048002944412,0.999950880216876,0.384371130245339,-56.6432731481479,"NFL","4747","P07196"
"STAR_10085.25","~ Study_group + Methotrexate + Aspirin",0.759128398052814,0.999950880216876,0.206654327697975,-27.7595870370384,"STAR","6770","P49675"
"CBS_10086.39","~ Study_group + Prednisone + Aspirin",0.649165133978134,0.999950880216876,0.280056388101968,-82.7143291205895,"CBS","102724560","P35520"
"Alpha.crystallin.A.chain_10087.10","~ Study_group + Prednisone",0.881214497602482,0.999950880216876,0.294731750585286,-8.48307870370341,"Alpha crystallin A chain","102724652","P02489"
"APT_10088.37","~ Study_group + Prednisone + Aspirin",0.0356627993257993,0.999950880216876,-1.19401352615312,3958.18644532209,"APT","353","P07741"
"ASML_10089.7","~ Study_group + Age + Prednisone + Aspirin",0.162122517603819,0.999950880216876,-0.694843195499538,237.028961127699,"ASML","8623","O95671"
"CHIP_10336.3","~ Study_group + Prednisone + Aspirin",0.00748110395611949,0.999950880216876,-1.0155680250481,1241.67124153063,"CHIP","10273","Q9UNE7"
"NSE_10339.48","~ Study_group + Aspirin",0.245059287167866,0.999950880216876,0.279912438870948,-1218.56396296297,"NSE","2026","P09104"
"PIAS4_10342.55","~ Study_group + Prednisone",0.511244883179198,0.999950880216876,0.205583293745789,-20.2656111111112,"PIAS4","51588","Q8N2W9"
"IL.10.Ra_10344.334","~ Study_group + Prednisone + Aspirin",0.0188760267723801,0.999950880216876,0.763355353668401,-1380.23672652273,"IL-10 Ra","3587","Q13651"
"STAT3_10346.5","~ Study_group + Prednisone + Aspirin",0.000210415990094571,0.999950880216876,-1.16394835766521,16061.8227575039,"STAT3","6774","P40763"
"IRF1_10351.51","~ Study_group + Age",0.27223049678805,0.999950880216876,0.795508266613888,-584.038629319501,"IRF1","3659","P10914"
"STAT3_10354.57","~ Study_group + Prednisone + Methotrexate + Aspirin",0.00131515430945128,0.999950880216876,-1.02052319994785,3519.97264920967,"STAT3","6774","P40763"
"c.Jun_10356.21","~ Study_group + Prednisone",0.120345806271145,0.999950880216876,0.287281817458259,-202.813148148148,"c-Jun","3725","P05412"
"OAS1_10361.25","~ Study_group",0.515839280210179,0.999950880216876,-0.260922467861905,96.6127592592592,"OAS1","4938","P00973"
"c.Myc_10362.35","~ Study_group",0.450271377916378,0.999950880216876,-0.461525323872993,142.24362962963,"c-Myc","4609","P01106"
"SMAD3_10363.13","~ Study_group + Prednisone + Methotrexate + Aspirin",0.0239160193152534,0.999950880216876,-0.749689173440624,2402.28256053521,"SMAD3","4088","P84022"
"SMAD2_10364.6","~ Study_group + Prednisone + Aspirin",0.000382208089666433,0.999950880216876,-1.44181721772048,4582.92648104266,"SMAD2","4087","Q15796"
"IL.23_10365.132","~ Study_group",0.799859997985515,0.999950880216876,-0.0241139313424845,12.6668703703701,"IL-23","3593|51561","P29460|Q9NPF7"
"PDGFRA_10366.11","~ Study_group + Methotrexate",0.286504766107793,0.999950880216876,0.632675421023643,-299.224659259258,"PDGFRA","5156","P16234"
"IL.12_10367.62","~ Study_group + Sex",0.307697083194338,0.999950880216876,0.195044805155827,-27.4591481481481,"IL-12","3592|3593","P29459|P29460"
"STAT1_10370.21","~ Study_group + Prednisone + Aspirin",0.0113119660680083,0.999950880216876,-1.13019851438201,918.919035720553,"STAT1","6772","P42224"
"STAT6_10372.18","~ Study_group + Prednisone + Aspirin",0.00917533089447952,0.999950880216876,-0.787699011875781,2967.61077514481,"STAT6","6778","P42226"
"ANGL3_10382.1","~ Study_group + Prednisone + Aspirin",0.202498941415088,0.999950880216876,0.429830169100606,-10865.7920772336,"ANGL3","27329","Q9Y5C1"
"ZNRF3_10390.21","~ Study_group + Prednisone",0.928652765478211,0.999950880216876,-0.179830554481893,-4.02313888888877,"ZNRF3","84133","Q9ULT6"
"ANGL3_10391.1","~ Study_group + Sex + Prednisone",0.454237559915244,0.999950880216876,0.229416811012962,-188.705173209576,"ANGL3","27329","Q9Y5C1"
"Mcl.1_10396.6","~ Study_group",0.878739969596815,0.999950880216876,-0.0166442654748362,2.24414814814817,"Mcl-1","4170","Q07820"
"ANKR1_10398.110","~ Study_group + Prednisone + Aspirin",0.126082171352897,0.999950880216876,0.237475340773528,-51.4883810777596,"ANKR1","27063","Q15327"
"STX12_10418.36","~ Study_group",0.0206513483793837,0.999950880216876,-0.961830650749055,2662.95422222222,"STX12","23673","Q86Y82"
"SCAR5_10419.1","~ Study_group + Age + Prednisone",0.211526277099519,0.999950880216876,1.04569354275795,-2697.78150349177,"SCAR5","286133","Q6ZMJ2"
"FAIM1_10420.30","~ Study_group",0.384156714545024,0.999950880216876,-0.293057432088967,152.592574074074,"FAIM1","55179","Q9NVQ4"
"NPDC1_10424.31","~ Study_group",0.0115078800050319,0.999950880216876,0.189160197552943,-58.771,"NPDC1","56654","Q9NQX5"
"B4GT5_10425.3","~ Study_group + Prednisone + Aspirin",0.0412580145175919,0.999950880216876,0.1711829709243,-105.061737054589,"B4GT5","9334","O43286"
"GOSR2_10426.21","~ Study_group + Methotrexate",0.976488321583373,0.999950880216876,0.218051081651226,1.25189259259258,"GOSR2","9570","O14653"
"KI2S2_10428.1","~ Study_group + Prednisone + Aspirin",0.801861279229464,0.999950880216876,0.710262439310386,-127.401168070912,"KI2S2","100132285","P43631"
"X4F2.CD_10430.31","~ Study_group",0.290931714249242,0.999950880216876,-0.0586775529659812,5.3156296296297,"4F2:CD","6520","P08195"
"K1644_10432.3","~ Study_group",0.330572461646016,0.999950880216876,-2.29696030062623,504.328981481481,"K1644","85352","Q3SXP7"
"ASPG_10435.2","~ Study_group + Prednisone",0.497573797636564,0.999950880216876,0.199153359167269,-47.7080601851853,"ASPG","175","P20933"
"CSF2R_10438.19","~ Study_group + Aspirin",0.700230343981626,0.999950880216876,0.0807012309124675,19.7144444444446,"CSF2R","1438","P15509"
"Alpha.amylase.2B_10439.57","~ Study_group",0.00821111147124941,0.999950880216876,0.582608369475514,-2393.14837037037,"Alpha-amylase 2B","280","P19961"
"ACAM.ECD_10440.26","~ Study_group + Age + Prednisone + Aspirin",0.126809707446221,0.999950880216876,0.315681166651748,-194.033810251873,"ACAM:ECD","79827","Q9H6B4"
"TM190_10442.1","~ Study_group",0.158840363055921,0.999950880216876,-0.210253822919698,42.4306296296297,"TM190","147744","Q8WZ59"
"ApoM_10445.20","~ Study_group + Sex",0.450080111284144,0.999950880216876,0.0581036760805046,-29.213240740741,"ApoM","55937","O95445"
"PABP3_10447.18","~ Study_group + Methotrexate",0.380292268798916,0.999950880216876,0.0128146734028217,310.696685185185,"PABP3","5042","Q9H361"
"TMM46_10449.31","~ Study_group + Prednisone + Aspirin",0.042798037857128,0.999950880216876,0.556776683781612,-868.525075566084,"TMM46","387914","Q6UWI4"
"NUCB1_10451.11","~ Study_group + Prednisone + Aspirin",0.625926780615144,0.999950880216876,0.385960005192246,-142.674006670174,"NUCB1","4924","Q02818"
"CEA20_10453.7","~ Study_group",0.0674212228703076,0.999950880216876,-0.179796178210645,10.498574074074,"CEA20","125931","Q6UY09"
"DJC16_10454.99","~ Study_group + Prednisone",0.129304006343318,0.999950880216876,-0.988432833663706,422.00325,"DJC16","23341","Q9Y2G8"
"IL.31_10455.196","~ Study_group",0.0011098688387409,0.999950880216876,0.317119343487627,-92.0134444444445,"IL-31","386653","Q6EBC2"
"IL.18.Rb_10457.3","~ Study_group",0.306873523281137,0.999950880216876,0.0509194509716044,-12.9648333333333,"IL-18 Rb","8807","O95256"
"Chitotriosidase.1_10460.1","~ Study_group + Age",0.810411971910772,0.999950880216876,0.0779442157860608,-90.5455022634999,"Chitotriosidase-1","1118","Q13231"
"INSL5_10462.14","~ Study_group + Age + Prednisone",0.957916065944016,0.999950880216876,0.309001414668474,-3.53739447132518,"INSL5","10022","Q9Y5Q6"
"Alkaline.phosphatase..intestine_10463.23","~ Study_group",0.0723026555772897,0.999950880216876,0.158758161485232,-80.8034259259255,"Alkaline phosphatase, intestine","248","P09923"
"ANTR1_10464.6","~ Study_group + Sex",0.497348369847087,0.999950880216876,0.0926997913697922,-97.7481666666669,"ANTR1","84168","Q9H6X2"
"TXD11.N.term_10470.34","~ Study_group",0.528831562189176,0.999950880216876,-0.408978934133583,118.845277777778,"TXD11:N-term","51061","Q6PKC3"
"HVEM_10472.53","~ Study_group",0.0867053010903613,0.999950880216876,0.271967570571663,-235.400944444444,"HVEM","8764","Q92956"
"Trefoil.factor.2_10473.2","~ Study_group + Aspirin",0.92191573371688,0.999950880216876,2.27802312095587,114.251759259258,"Trefoil factor 2","7032","Q03403"
"MMP.10_10479.18","~ Study_group + Prednisone + Methotrexate",0.609300739252811,0.999950880216876,0.568079112604095,-301.657123541349,"MMP-10","4319","P09238"
"CD59_10480.33","~ Study_group",0.236633864461328,0.999950880216876,0.370368093960895,-142.156018518518,"CD59","966","P13987"
"MAGE.4_10485.56","~ Study_group",0.554121896938692,0.999950880216876,0.175641017069307,-11.3214444444445,"MAGE-4","4103","P43358"
"RPN1.CD_10490.3","~ Study_group",0.851547954499945,0.999950880216876,-0.0157895723011937,40.6698148148144,"RPN1:CD","6184","P04843"
"CaCC_10496.11","~ Study_group",0.298470146599337,0.999950880216876,0.165017554000295,-68.1210740740738,"CaCC","1179","A8K7I4"
"T106A_10499.1","~ Study_group + Prednisone + Aspirin",0.153539630059411,0.999950880216876,-0.409944032130808,45.7664736703529,"T106A","113277","Q96A25"
"RNF43_10505.12","~ Study_group",0.230910422781166,0.999950880216876,0.0988050124806202,-42.4612777777776,"RNF43","54894","Q68DV7"
"PGRC2_10506.53","~ Study_group + Methotrexate",0.97345378148721,0.999950880216876,1.8167817572861,115.106029629628,"PGRC2","10424","O15173"
"sperm.protein.10_10507.166","~ Study_group + Smoking",0.414425444188421,0.999950880216876,-1.78519524054765,-37.2953594204501,"sperm protein 10","56","P26436"
"SCIMP_10510.62","~ Study_group",0.118908382484209,0.999950880216876,0.284336749965672,-34.7317407407407,"SCIMP","388325","Q6UWF3"
"Collagen.alpha.3.VI..isoform.3_10511.10","~ Study_group",0.363691311678663,0.999950880216876,0.445814496949858,-427.282962962962,"Collagen alpha-3(VI):isoform 3","1293","P12111"
"IL3RB.ECD_10512.13","~ Study_group + Methotrexate",0.697497509511574,0.999950880216876,0.0225137158971083,4.84799999999999,"IL3RB:ECD","1439","P32927"
"CSEN_10513.13","~ Study_group",0.922105719902628,0.999950880216876,-0.0308216889601846,13.9368518518516,"CSEN","30818","Q9Y2W7"
"PGD2.synthase_10514.5","~ Study_group + Age + Prednisone + Aspirin",0.0342932136753164,0.999950880216876,0.6284826489394,-6936.08915663013,"PGD2 synthase","5730","P41222"
"MXRA8.ECD_10521.10","~ Study_group",0.464577485672471,0.999950880216876,-0.0549730622322993,22.7822962962964,"MXRA8:ECD","54587","Q9BRK3"
"DHX9_10527.22","~ Study_group + Prednisone",0.962398382827047,0.999950880216876,0.0884040083542437,-0.553972222222138,"DHX9","1660","Q08211"
"DPEP1_10528.2","~ Study_group",0.46858577871876,0.999950880216876,0.168887355912795,-38.9247222222221,"DPEP1","1800","P16444"
"PSB6_10530.8","~ Study_group",0.216641704895784,0.999950880216876,0.161513502105987,-39.532796296296,"PSB6","5694","P28072"
"RASN_10531.18","~ Study_group",0.391868299159741,0.999950880216876,0.0949482610754922,-149.620296296296,"RASN","4893","P01111"
"PARP.BRCT.domain_10534.40","~ Study_group",0.0325575588064052,0.999950880216876,0.113404296338486,-27.4832222222222,"PARP:BRCT domain","142","P09874"
"CX6A2_10535.25","~ Study_group",0.0448394294995468,0.999950880216876,0.262540622423879,-24.463814814815,"CX6A2","1339","Q02221"
"C99L2_10539.30","~ Study_group + Prednisone + Aspirin",0.0356840244949832,0.999950880216876,0.312236134802612,-74.6066513077053,"C99L2","83692","Q8TCZ2"
"TSEAR_10546.2","~ Study_group",0.0641617943613063,0.999950880216876,0.161843236843945,-72.549222222222,"TSEAR","54084","Q8WU66"
"BMP.RIB_10550.37","~ Study_group + Prednisone",0.162123253249541,0.999950880216876,0.157831485294894,-28.4757916666665,"BMP RIB","658","O00238"
"LAT_10551.7","~ Study_group + Age + Sex",0.48394387542457,0.999950880216876,0.536838721291904,-767.959850105772,"LAT","27040","O43561"
"NKG2F_10552.88","~ Study_group + Prednisone + Aspirin",0.0196716520143376,0.999950880216876,-0.569383142068,229.44174679656,"NKG2F","8302","O43908"
"TOIP2_10553.8","~ Study_group",0.228454134509216,0.999950880216876,-0.0882255943071762,163.979870370371,"TOIP2","163590","Q8NFQ8"
"BGAL_10554.23","~ Study_group",0.992343871120572,0.999950880216876,-0.00135792046846793,0.0382407407407336,"BGAL","2720","P16278"
"TEX29_10557.6","~ Study_group",0.311971954919344,0.999950880216876,0.127499492126293,-76.6755370370377,"TEX29","121793","Q8N6K0"
"PCDH9_10558.26","~ Study_group + Prednisone + Aspirin",0.379817950960025,0.999950880216876,0.375912240480441,-603.549511936108,"PCDH9","5101","Q9HC56"
"ITM2C.N.term_10560.1","~ Study_group",0.012136359293687,0.999950880216876,0.458173873392718,-84.2652592592593,"ITM2C:N-term","81618","Q9NQX7"
"PGRP.I.alpha_10561.5","~ Study_group + Prednisone",0.270782162147948,0.999950880216876,0.20911109079674,-45.6099398148144,"PGRP-I-alpha","114771","Q96LB9"
"NETO2_10562.42","~ Study_group",0.108580496961981,0.999950880216876,0.464505785100149,-240.055111111111,"NETO2","81831","Q8NC67"
"LYSM3_10563.13","~ Study_group + Smoking",0.504487014168969,0.999950880216876,-0.17349599068699,10.5502522916839,"LYSM3","116068","Q7Z3D4"
"SLIK3_10565.19","~ Study_group + Prednisone",0.803112491909447,0.999950880216876,0.412907667857504,-323.867888888888,"SLIK3","22865","O94933"
"MFAP2_10569.28","~ Study_group + Age",0.204694157011171,0.999950880216876,0.0755045004139455,-44.7509768690147,"MFAP2","4237","P55001"
"MGAT1_10571.14","~ Study_group + Sex",0.609217715725155,0.999950880216876,0.223870433497902,-65.3817962962962,"MGAT1","4245","P26572"
"CST8_10572.65","~ Study_group + Prednisone + Aspirin",0.130976695249475,0.999950880216876,0.885196362683406,-2661.67051799193,"CST8","10047","O60676"
"b2.Microglobulin_10574.10","~ Study_group",0.891481032548875,0.999950880216876,-0.176599454669304,347.223518518519,"b2-Microglobulin","567","P61769"
"PUF60_10575.31","~ Study_group",0.00247383313481233,0.999950880216876,1.18017327733508,-3988.32242592593,"PUF60","22827","Q9UHX1"
"PXDC2.ECD_10576.7","~ Study_group + Age + Prednisone",0.127703823999461,0.999950880216876,0.218019985477648,-79.6524623456119,"PXDC2:ECD","84898","Q6UX71"
"SFTA2_10580.14","~ Study_group",0.36046181816363,0.999950880216876,-0.453797158354574,116.158796296296,"SFTA2","389376","Q6UW10"
"SG196_10582.36","~ Study_group",0.0279471006165421,0.999950880216876,0.158144110599401,-31.100351851852,"SG196","84197","Q9H5K3"
"TM108_10583.1","~ Study_group + Sex",0.0986717643043769,0.999950880216876,0.570289414693866,-124.485814814815,"TM108","66000","Q6UXF1"
"NDUS4_10584.7","~ Study_group",0.220763119244726,0.999950880216876,0.228411324533889,-505.628499999998,"NDUS4","4724","O43181"
"SIAT9_10588.39","~ Study_group + Methotrexate + Aspirin",0.595120397339796,0.999950880216876,0.217407911841005,-13.2553333333332,"SIAT9","8869","Q9UNP4"
"RET1L_10589.7","~ Study_group",0.434551489579181,0.999950880216876,-0.199858265689574,55.3907407407409,"RET1L","154064","Q5VY80"
"CLGN_10600.24","~ Study_group + Prednisone",0.817394351689407,0.999950880216876,0.591883686101236,-348.640592592591,"CLGN","1047","O14967"
"HIS3_10603.1","~ Study_group",0.241936492844277,0.999950880216876,0.186015357294408,-139.876833333333,"HIS3","3347","P15516"
"APMAP_10605.22","~ Study_group + Sex",0.928857730735761,0.999950880216876,-0.00833269736600945,0.759722222222224,"APMAP","57136","Q9HDC9"
"TOIP1.Perinuclear_10606.34","~ Study_group + Prednisone + Aspirin",0.00365134580141737,0.999950880216876,-0.476184746728732,1888.82922064244,"TOIP1:Perinuclear","26092","Q5JTV8"
"HIS1_10608.9","~ Study_group",0.23723505549576,0.999950880216876,0.403101196482887,-162.735833333333,"HIS1","3346","P15515"
"PLOD3_10612.18","~ Study_group + Age",0.590723683830195,0.999950880216876,-0.0362232611472168,43.0223144086006,"PLOD3","8985","O60568"
"CASC4_10613.33","~ Study_group + Prednisone + Aspirin",0.031477930838754,0.999950880216876,0.509105086333206,-527.661033965247,"CASC4","113201","Q6P4E1"
"MYP0_10615.18","~ Study_group",0.594098876022501,0.999950880216876,0.0615433359815367,-59.9946481481481,"MYP0","4359","P25189"
"PDXL2_10616.67","~ Study_group",0.888985157959627,0.999950880216876,-0.0308570598424993,9.74914814814808,"PDXL2","50512","Q9NZ53"
"megalin_10618.190","~ Study_group",0.501109472403651,0.999950880216876,0.0359217129903588,-10.6717222222221,"megalin","4036","P98164"
"PSP.94_10620.21","~ Study_group + Age",0.0412156819047789,0.999950880216876,0.569132002373174,-2125.35730359442,"PSP-94","4477","P08118"
"PRR16_10621.26","~ Study_group + Prednisone + Aspirin",0.0157845739701365,0.999950880216876,-0.700650163896385,264.866102071265,"PRR16","51334","Q569H4"
"MUC1.region.1_10623.19","~ Study_group",0.353215037808897,0.999950880216876,-0.345478878718925,83.0987407407408,"MUC1:region 1","4582","P15941"
"ISK13_10624.45","~ Study_group + Prednisone",0.534560370561672,0.999950880216876,0.0721482910287505,6.99307407407424,"ISK13","153218","Q1W4C9"
"SIA7C_10626.116","~ Study_group",0.399248841691463,0.999950880216876,-0.677287601491612,860.797407407406,"SIA7C","256435","Q8NDV1"
"APLP2_10627.87","~ Study_group",0.568246768948129,0.999950880216876,-0.065484903081795,66.5669444444452,"APLP2","334","Q06481"
"HTAI2_10630.5","~ Study_group",0.660063858028288,0.999950880216876,-0.158301566190529,127.673759259259,"HTAI2","10553","Q9BUP3"
"PGRC2_10631.9","~ Study_group + Prednisone",0.119417638864948,0.999950880216876,0.17384826602947,-87.3164583333328,"PGRC2","10424","O15173"
"MO2R1.CD_10636.1","~ Study_group + Prednisone",0.254430664872248,0.999950880216876,-0.252269799834714,33.9800787037038,"MO2R1:CD","131450","Q8TD46"
"K1324.ECD_10637.50","~ Study_group + Aspirin",0.939284834178985,0.999950880216876,0.106340924058181,1.21214814814831,"K1324:ECD","57535","Q6UXG2"
"TINF2_10638.1","~ Study_group",0.563567646907522,0.999950880216876,0.0489090365550835,-3.97518518518523,"TINF2","26277","Q9BSI4"
"NOE3.C.term_10643.16","~ Study_group + Prednisone",0.294913429455668,0.999950880216876,0.366811333850952,-144.659555555556,"NOE3:C-term","118427","Q96PB7"
"ASCC1_10647.18","~ Study_group",0.350802216294776,0.999950880216876,0.0668572051162477,-61.9952407407415,"ASCC1","51008","Q8N9N2"
"INSI1_10663.42","~ Study_group",0.593810832526492,0.999950880216876,0.0327425466038909,-6.23962962962961,"INSI1","3638","O15503"
"GNPTG_10666.7","~ Study_group + Age",0.0727566476791865,0.999950880216876,0.105307066741892,-56.0787919249533,"GNPTG","84572","Q9UJJ9"
"CA185_10667.78","~ Study_group",0.316772874150303,0.999950880216876,0.0653169162557616,-6.88209259259253,"CA185","284546","Q5T7R7"
"STX4_10668.5","~ Study_group + Prednisone + Aspirin",0.024000113292031,0.999950880216876,-1.05929752922948,1723.85624609443,"STX4","6810","Q12846"
"Semaphorin.3E_10670.26","~ Study_group",0.889812033047503,0.999950880216876,0.0392999871525596,-1.52048148148144,"Semaphorin 3E","9723","O15041"
"SP.B_10672.75","~ Study_group",0.240087071276638,0.999950880216876,0.977164134995664,-217.800574074074,"SP-B","6439","P07988"
"TMX2_10675.223","~ Study_group",0.153987560529067,0.999950880216876,0.194218715373566,-20.1506851851851,"TMX2","51075","Q9Y320"
"NDUB4_10677.9","~ Study_group + Prednisone",0.00624737787909816,0.999950880216876,0.748856682741792,-1243.14906481481,"NDUB4","4710","O95168"
"KLRG2.C.term_10693.43","~ Study_group",0.07348491888076,0.999950880216876,-0.532182820121735,214.569759259259,"KLRG2:C-term","346689","A4D1S0"
"WF10B_10695.12","~ Study_group",0.351673567072825,0.999950880216876,-0.139283204745299,28.1702222222223,"WF10B","280664","Q8IUB3"
"LRP1_10699.52","~ Study_group + Prednisone + Aspirin",0.429460198712406,0.999950880216876,-0.243863572728003,26.9948330700372,"LRP1","4035","Q07954"
"IGS11.CD_10700.10","~ Study_group + Age",0.938398336588326,0.999950880216876,0.00989382296995953,183.250257782697,"IGS11:CD","152404","Q5DX21"
"COSA1_10702.1","~ Study_group + Age + Prednisone + Aspirin",0.0245479782942743,0.999950880216876,0.524843819301458,-1538.71306114645,"COSA1","340267","Q2UY09"
"SDS3_10703.203","~ Study_group + Prednisone + Aspirin",0.028104262866071,0.999950880216876,0.185767453721456,-61.4265515183427,"SDS3","64426","Q9H7L9"
"LRMP_10704.91","~ Study_group",0.140509872810481,0.999950880216876,0.165344300116712,-14.5728148148147,"LRMP","4033","Q12912"
